"","subjectid","Zaposleni","d_dug","k_dug","matimov","kapital_rezerve","osnovni_kapital","nematimov","prihod","placa_net","placa_brutto","amortizacija","financijski_trosak","porez_dobit","nett","materijalni_trosak","d_obveze","k_obveze","Export","Import","energy","reportyear","employeecounteop","foreigncontrol","nacerev21","nacerev22","nacerev23","nacerev24","countyid","municipalityid","NAZIV_OPC","ZUPANIJA","NAZIV_ZUP","oib","mbs","mbo","rno","naziv","adresa","grad","posta","zupanija","nkd2007","puo","godinaOsnivanja","status","temeljniKapital","isActive","datumBrisanja","predmetPoslovanja"
"1","00123714",4,0,0.000347499,0.000475693,0.000380764,0.000288302,0,0.000611901,0.000103026,0.000148086,6.6038e-05,0,0,3.6769e-05,0.000328804,0,0.000347499,0,0,3.2417e-05,2002,4,NA,"I",56,561,5610,9,313,"OTOÈAC",9,"LIÈKO-SENJSKA",
